Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y,first_isbn,api_title,api_authors,api_publisher,api_published_date,api_description,api_categories,api_thumbnail
La prochaine fois que tu mordras la poussière /,"Pascot, Panayotis 1998-....",9782234092525; 2234092523,Stock,Roman français--Biographie,478,9782234092525,,,,"la prochaine fois que tu mordras la poussière / pascot, panayotis 1998-.... roman français--biographie ",,9782234092525,,,,,,,
L'invincible été de Liliana /,"Rivera Garza, Cristina",9782383612056; 2383612057,Globe,Littérature mexicaine; Récits personnels; Féminicide,479,9782383612056,,,,"l'invincible été de liliana / rivera garza, cristina littérature mexicaine; récits personnels; féminicide ",,9782383612056,,,,,,,
Du bon usage des crises /,"Singer, Christiane",2226125574; 9782226125576,Albin Michel,crise (psychologie)--vie humaine; échec--vie humaine; Dieu--homme (être humain) - crise--spiritualité,480,2226125574,"{'description': '"" L\'insignifiance et la futilité qui règnent en maîtres barrent l\'accès au réel et à la profondeur. Aussi ai-je gagné la certitude que les catastrophes ne sont là que pour nous éviter le pire. Et y a-t-il pire que d\'avoir traversé la vie sans houle et sans naufrage, d\'être resté à la surface des choses, d\'avoir dansé toute une vie au bal des ombres ? "" Christiane Singer.', 'categories': ['Religion'], 'avg_rating': 0, 'page_count': 145}",""" L'insignifiance et la futilité qui règnent en maîtres barrent l'accès au réel et à la profondeur. Aussi ai-je gagné la certitude que les catastrophes ne sont là que pour nous éviter le pire. Et y a-t-il pire que d'avoir traversé la vie sans houle et sans naufrage, d'être resté à la surface des choses, d'avoir dansé toute une vie au bal des ombres ? "" Christiane Singer.",['Religion'],"du bon usage des crises / singer, christiane crise (psychologie)--vie humaine; échec--vie humaine; dieu--homme (être humain) - crise--spiritualité ",,2226125574,Du bon usage des crises,Christiane Singer,Editions Albin Michel,2001,""" L'insignifiance et la futilité qui règnent en maîtres barrent l'accès au réel et à la profondeur. Aussi ai-je gagné la certitude que les catastrophes ne sont là que pour nous éviter le pire. Et y a-t-il pire que d'avoir traversé la vie sans houle et sans naufrage, d'être resté à la surface des choses, d'avoir dansé toute une vie au bal des ombres ? "" Christiane Singer.",Religion,http://books.google.com/books/content?id=YATkAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"À l'amour, à la mort /","Rumley, Tasha",9782882414755; 2882414757,Bernard Campiche Editeur,Roman suisse de langue française,481,9782882414755,,,,"à l'amour, à la mort / rumley, tasha roman suisse de langue française ",,9782882414755,"À l'amour, à la mort",Tasha Rumley,,2022,"En sept récits, la mort rencontre l'amour. Histoires de drames et de ce qu'on en fait, de loyautés et de culpabilités, d'attachements et d'émancipations, de détournements et de réinventions. Il faut être deux pour danser le tango et langoureusement, l'amour et la mort nous emmènent dans leur farandole sans merci, où l'une tend des croche-pattes à l'autre, qui lui décroche un uppercut dans sa chute. Cela donne des deuils volés et des jeunes filles enlevées, des héritiers esseulés et des hommes objectifiés, des liaisons suicidées et des amitiés négligées, des Orientales à émanciper, des âmes sœurs à réincarner et des corps à exhumer. Comme souvent avec l'amour, cela semble compliqué. Attendez donc que la mort s'en mêle...",,
Des mains heureuses : une archéologie du toucher /,"Richard, Claire",9782021479768; 2021479765,Seuil,Toucher; Communication non verbale; Relations humaines,482,9782021479768,,,,"des mains heureuses : une archéologie du toucher / richard, claire toucher; communication non verbale; relations humaines ",,9782021479768,Des mains heureuses,Claire Richard,,2023,"En pleine épidémie de Covid, dans une maternité déserte, je me suis demandé si mon fils allait naître dans un monde irrémédiablement appauvri, sans le droit de se toucher ni de se rencontrer. Le confinement a été levé, mon fils est né, mais les « gestes barrières » sont restés. J'ai découvert l'immense continent des gestes de la maternité, tour à tour libérateurs et aliénants. J'ai alors commencé à réfléchir aux architectures tactiles, celles qui nous entravent et celles qui nous portent, et à imaginer une archéologie du toucher. L'amour et la perte, la tendresse et la violence, la transmission et la rupture, la naissance et la mort : et si l'on racontait notre vie sous l'angle des gestes qui la composent ? Des mains heureuses qui nous font et nous défont ?",,
La fête des mères /,"Morgiève, Richard",9782073027573; 2073027571,Joëlle Losfeld éditions,,483,9782073027573,,,,"la fête des mères / morgiève, richard  ",,9782073027573,La fête des mères,Richard Morgiève,Editions Joëlle Losfeld,2023,"Une famille de la haute bourgeoisie versaillaise dans les années soixante : la vipère parfumée à L'Heure bleue, c'est la mère. Le père banquier est absent, les quatre frères se détestent. Ou bien ils s'aiment un peu, beaucoup. Ils ont faim car la mère ne veut pas qu'ils mangent. Ils ne sentent pas bon car elle leur interdit l'eau chaude, et puis à peu près tout, sauf la confession. Jacques se rebelle. Il refuse de faire sa communion solennelle et tombe gravement malade. Il veut vivre. Ce n'est pas si facile. Il faut se battre contre la maladie, contre le sort. Il faut garder l'espoir, attendre l'amour qui guérit tout. Pour accomplir ce miracle, Jacques a deux talismans : un trèfle à cinq feuilles et une graine de haricot. Quarante ans plus tard, il raconte son histoire",Bildungsromans,http://books.google.com/books/content?id=bg8Z0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Admirable : L'histoire de la dernière femme ridée sur Terre : roman /,"Fontanel, Sophie",9782232147128; 2232147126,Editions Seghers,Roman français; Vieillissement--Philosophie,484,9782232147128,,,,"admirable : l'histoire de la dernière femme ridée sur terre : roman / fontanel, sophie roman français; vieillissement--philosophie ",,9782232147128,Admirable,Sophie Fontanel,,2023-09-28,,,
En garde : roman /,"Cordonnier, Amélie",9782080429773; 2080429779,Flammarion,,485,9782080429773,,,,"en garde : roman / cordonnier, amélie  ",,9782080429773,,,,,,,
L'odyssée du sacré : la grande histoire des croyances et des spiritualités des origines à nos jours /,"Lenoir, Frédéric, 1962-",9782226438201; 2226438203,Albin Michel,Foi--Histoire; Religions--Histoire; Spiritualité--Histoire; Ouvrages de vulgarisation,486,9782226438201,,,,"l'odyssée du sacré : la grande histoire des croyances et des spiritualités des origines à nos jours / lenoir, frédéric, 1962- foi--histoire; religions--histoire; spiritualité--histoire; ouvrages de vulgarisation ",,9782226438201,,,,,,,
Made in Korea /,"Croset, Laure Mi Hyun",9782940658701; 2940658706,Okama,,487,9782940658701,,,,"made in korea / croset, laure mi hyun  ",,9782940658701,,,,,,,
Un soir d'été : roman /,"Besson, Philippe",9782260055808; 226005580X,Julliard,Roman français; Récits personnels; Roman,488,9782260055808,,,,"un soir d'été : roman / besson, philippe roman français; récits personnels; roman ",,9782260055808,,,,,,,
Avec les fées /,"Tesson, Sylvain 1972-....",9782382843710; 2382843713,Équateurs,Récits de voyages; Voyages en mer,489,9782382843710,"{'description': ""L'été venait de commencer quand je partis chercher les fées sur la côte atlantique. Je ne crois pas à leur existence. Aucune fille-libellule ne volette en tutu au-dessus des fontaines. C'est dommage : les yeux de l'homme moderne ne captent plus de fantasmagories. Au XIIe siècle, le moindre pâtre cheminait au milieu des fantômes. On vivait dans les visions. Un Belge pâle (et très oublié), Maeterlinck, avait dit : « C'est bien curieux les hommes... Depuis la mort des fées, ils n'y voient plus du tout et ne s'en doutent point. »Le mot fée signifie autre chose. C'est une qualité du réel révélée par une disposition du regard. Il y a une façon d'attraper le monde et d'y déceler le miracle de l'immémorial et de la perfection. Le reflet revenu du soleil sur la mer, le froissement du vent dans les feuilles d'un hêtre, le sang sur la neige et la rosée perlant sur une fourrure de mustélidé : là sont les fées.Elles apparaissent parce qu'on regarde la nature avec déférence. Soudain, un signal. La beauté d'une forme éclate. Je donne le nom de fée à ce jaillissement. Les promontoires de la Galice, de la Bretagne, de la Cornouailles, du pays de Galles, de l'île de Man, de l'Irlande et de l'Écosse dessinaient un arc. Par voie de mer j'allais relier les miettes de ce déchiquètement. En équilibre sur cette courbe, on était certain de capter le surgissement du merveilleux.Puisque la nuit était tombée sur ce monde de machines et de banquiers, je me donnais trois mois pour essayer d'y voir. Je partais. Avec les fées. [éditeur]"", 'categories': [], 'avg_rating': 0, 'page_count': 0}","L'été venait de commencer quand je partis chercher les fées sur la côte atlantique. Je ne crois pas à leur existence. Aucune fille-libellule ne volette en tutu au-dessus des fontaines. C'est dommage : les yeux de l'homme moderne ne captent plus de fantasmagories. Au XIIe siècle, le moindre pâtre cheminait au milieu des fantômes. On vivait dans les visions. Un Belge pâle (et très oublié), Maeterlinck, avait dit : « C'est bien curieux les hommes... Depuis la mort des fées, ils n'y voient plus du tout et ne s'en doutent point. »Le mot fée signifie autre chose. C'est une qualité du réel révélée par une disposition du regard. Il y a une façon d'attraper le monde et d'y déceler le miracle de l'immémorial et de la perfection. Le reflet revenu du soleil sur la mer, le froissement du vent dans les feuilles d'un hêtre, le sang sur la neige et la rosée perlant sur une fourrure de mustélidé : là sont les fées.Elles apparaissent parce qu'on regarde la nature avec déférence. Soudain, un signal. La beauté d'une forme éclate. Je donne le nom de fée à ce jaillissement. Les promontoires de la Galice, de la Bretagne, de la Cornouailles, du pays de Galles, de l'île de Man, de l'Irlande et de l'Écosse dessinaient un arc. Par voie de mer j'allais relier les miettes de ce déchiquètement. En équilibre sur cette courbe, on était certain de capter le surgissement du merveilleux.Puisque la nuit était tombée sur ce monde de machines et de banquiers, je me donnais trois mois pour essayer d'y voir. Je partais. Avec les fées. [éditeur]",[],"avec les fées / tesson, sylvain 1972-.... récits de voyages; voyages en mer ",,9782382843710,,,,,,,
Masterkrep /,"Canevascini Bosson, Marion",9782889012480; 2889012484,Antipodes,Bandes dessinées,490,9782889012480,,,,"masterkrep / canevascini bosson, marion bandes dessinées ",,9782889012480,Masterkrep,Marion Canevascini Bosson,,2023,,,
Histoires de nos mains en quatre-vingt-dix portraits étonnés /,"Chauvet, Dorian 1981-....",9782749175669; 2749175666,Cherche Midi,Main.; Essai (genre littéraire) français.,491,9782749175669,,,,"histoires de nos mains en quatre-vingt-dix portraits étonnés / chauvet, dorian 1981-.... main.; essai (genre littéraire) français. ",,9782749175669,,,,,,,
Submersion /,"Patino, Bruno",2246836522; 9782246836520,Bernard Grasset,Société numérique; Liberté--Effets des innovations technologiques; Changement social--2000-....,492,2246836522,,,,"submersion / patino, bruno société numérique; liberté--effets des innovations technologiques; changement social--2000-.... ",,2246836522,Submersion,Bruno Patino,Grasset & Fasquelle,2023,"« Nous avons perdu la nuit. Les écrans sont arrivés, et avec eux la connexion permanente. Voici venu le temps de l'aube perpétuelle. De la lueur bleutée qui jamais ne s'éteint, du rayonnement qui jamais ne s'apaise. Eveillés, hagards, hébétés, nous sommes irrémédiablement attirés par leur lumière. Finies les insomnies, place à l'a-somnie et aux veilleurs sentinelles, à ceux pour qui la nuit n'est plus qu'une séquence hypnotique entre mauvais sommeil et connexion décevante. Je suis l'un d'entre eux.» Ainsi se livre Bruno Patino dans ces pages prophétiques. Le poisson rouge n'est plus, englouti dans le déluge de signes, textes, images, sons. Nous habitons le réseau dans l'illusion de la toute-puissance. Nous pensons avoir accès à un choix illimité : musique, films, séries télévisées, livres, actualités et rencontres. Mais le calcul est notre maître ; la fatigue, l'abandon, la fuite et la perte du collectif notre quotidien. L'attente a disparu, et avec elle le manque, et avec lui le désir et le rêve. Nous voici submergés, privés de liberté, réduits à nos données : une vie numérique.Tout a-t-il été écrit ? Une apocalypse programmée par les créateurs - scénaristes, chercheurs et entrepreneurs ? Si la fin des temps est le produit de notre imaginaire, peut-être pouvons-nous encore en changer le cours. Un essai brillant et personnel, placé à point nommé dans le torrent numérique. Une Société du spectacle où se dessine une issue.",Artificial intelligence,http://books.google.com/books/content?id=CKo00AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
