Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y
Les vertus de l'échec /,"Pépin, Charles, 1973-",9782370730121; 2370730129,Allary Editions,Échec; Réalisation de soi,1258,9782370730121,"{'description': ""Et si nous changions de regard sur l'échec ? En France, échouer est mal perçu. Nous y voyons une faiblesse, une faute, et non un gage d'audace et d'expérience. Pourtant, les succès viennent rarement sans accroc. Charles de Gaulle, Rafael Nadal, Steve Jobs, Thomas Edison, J.K. Rowling ou Barbara ont tous essuyé des revers cuisants avant de s'accomplir. Relisant leurs parcours et de nombreux autres à la lumière de Marc-Aurèle, Saint Paul, Nietzsche, Freud, Bachelard ou Sartre, cet essai nous apprend à réussir nos échecs. Il nous montre comment chaque épreuve, parce qu'elle nous confronte au réel ou à notre désir profond, peut nous rendre plus lucide, plus combatif, plus vivant. Un petit traité de sagesse qui nous met sur la voie d'une authentique réussite."", 'categories': [], 'avg_rating': 0, 'page_count': 230}","Et si nous changions de regard sur l'échec ? En France, échouer est mal perçu. Nous y voyons une faiblesse, une faute, et non un gage d'audace et d'expérience. Pourtant, les succès viennent rarement sans accroc. Charles de Gaulle, Rafael Nadal, Steve Jobs, Thomas Edison, J.K. Rowling ou Barbara ont tous essuyé des revers cuisants avant de s'accomplir. Relisant leurs parcours et de nombreux autres à la lumière de Marc-Aurèle, Saint Paul, Nietzsche, Freud, Bachelard ou Sartre, cet essai nous apprend à réussir nos échecs. Il nous montre comment chaque épreuve, parce qu'elle nous confronte au réel ou à notre désir profond, peut nous rendre plus lucide, plus combatif, plus vivant. Un petit traité de sagesse qui nous met sur la voie d'une authentique réussite.",[],"les vertus de l'échec / pépin, charles, 1973- échec; réalisation de soi ",
Histoire d'Yverdon.,"Raemy, Daniel de 1956-....",2970010615; 9782970010616; 9782910010616,J-J Schaer,"Yverdon-les-Bains (Suisse, VD)--1800-....; Yverdon-les-Bains (Suisse, VD)--1798 / 20e s. (fin)",1259,2970010615,,,,"histoire d'yverdon. raemy, daniel de 1956-.... yverdon-les-bains (suisse, vd)--1800-....; yverdon-les-bains (suisse, vd)--1798 / 20e s. (fin) ",
Histoire d'Yverdon.,"Aubert, Edmond",2970010607; 9782970010609,Schaer,"Yverdon-les-Bains (Suisse, VD)--origines / 1536",1260,2970010607,,,,"histoire d'yverdon. aubert, edmond yverdon-les-bains (suisse, vd)--origines / 1536 ",
Histoire d'Yverdon.,"Raemy, Daniel de 1956-....",9782970010623; 2970010623,J-J Schaer,"Yverdon-les-Bains (Suisse, VD)--1536 / 1798",1261,9782970010623,,,,"histoire d'yverdon. raemy, daniel de 1956-.... yverdon-les-bains (suisse, vd)--1536 / 1798 ",
Lavaux : vignoble en terrasses /,,9782828909598; 282890959X,24 Heures; Ed Favre,"vignoble--Lavaux (Suisse, VD)--[photographies]; patrimoine culturel - protection--UNESCO--Lavaux (Suisse, VD)--[études diverses]; LAVAUX (VD. VAUD); SUISSE ROMANDE; Lavaux (Suisse, VD)--origines / 21e s. (début)--[études diverses]",1262,9782828909598,"{'description': ""Lavaux, vignoble en terrasses est un témoignage et un témoin éphémère d'une magnifique aventure qui a débouché sur la candidature de Lavaux au patrimoine mondial de l'UNESCO. Présentée à Paris en décembre 2005, elle a fait l'objet d'un dossier, riche et complet, dont ce livre est le reflet fidèle. Cet ouvrage se veut un état des lieux des connaissances sur ce splendide coteau et un regard pluridisciplinaire sur cette terre façonnée par l'homme au cours des siècles. Durant des millénaires, Lavaux ne fut qu'un coteau inculte et broussailleux. Grâce à un labeur patient et obstiné, l'homme a travaillé cette topographie tourmentée et l'a transformée en un paysage aux pentes maîtrisées. Tout au long de cette mutation, et même si les techniques ont évolué, il a conservé le principe originel de la culture de la vigne en terrasses. L'homme a su s'adapter à cet environnement hostile et exploiter la richesse que constitue le rayonnement du soleil généreux. Avec Lavaux, vignoble en terrasses, le lecteur explore cette terre placée face aux Alpes et au lac en découvrant ses multiples facettes dont certaines n'ont encore jamais été révélées au public."", 'categories': ['Cultural property'], 'avg_rating': 0, 'page_count': 247}","Lavaux, vignoble en terrasses est un témoignage et un témoin éphémère d'une magnifique aventure qui a débouché sur la candidature de Lavaux au patrimoine mondial de l'UNESCO. Présentée à Paris en décembre 2005, elle a fait l'objet d'un dossier, riche et complet, dont ce livre est le reflet fidèle. Cet ouvrage se veut un état des lieux des connaissances sur ce splendide coteau et un regard pluridisciplinaire sur cette terre façonnée par l'homme au cours des siècles. Durant des millénaires, Lavaux ne fut qu'un coteau inculte et broussailleux. Grâce à un labeur patient et obstiné, l'homme a travaillé cette topographie tourmentée et l'a transformée en un paysage aux pentes maîtrisées. Tout au long de cette mutation, et même si les techniques ont évolué, il a conservé le principe originel de la culture de la vigne en terrasses. L'homme a su s'adapter à cet environnement hostile et exploiter la richesse que constitue le rayonnement du soleil généreux. Avec Lavaux, vignoble en terrasses, le lecteur explore cette terre placée face aux Alpes et au lac en découvrant ses multiples facettes dont certaines n'ont encore jamais été révélées au public.",['Cultural property'],"lavaux : vignoble en terrasses /  vignoble--lavaux (suisse, vd)--[photographies]; patrimoine culturel - protection--unesco--lavaux (suisse, vd)--[études diverses]; lavaux (vd. vaud); suisse romande; lavaux (suisse, vd)--origines / 21e s. (début)--[études diverses] ",
"La tension narrative : suspense, curiosité et surprise /","Baroni, Raphaël",9782020906777; 2020906775,Seuil,narration - théorie; intrigue--narration - théorie; narration--suspense,1263,9782020906777,"{'description': 'Thèse. Lettres. 2005', 'categories': ['Curiosity in literature'], 'avg_rating': 0, 'page_count': 454}",Thèse. Lettres. 2005,['Curiosity in literature'],"la tension narrative : suspense, curiosité et surprise / baroni, raphaël narration - théorie; intrigue--narration - théorie; narration--suspense ",
Recherches sur l'histoire du vignoble au Moyen-Age dans la partie méridionale de l'ancien diocèse de Lausanne /,"Courtieu-Capt, Anne-Marie",,Ecole nationale des Chartes,vignoble--Vaud (Suisse)--Moyen-Âge,1264,,,,,"recherches sur l'histoire du vignoble au moyen-age dans la partie méridionale de l'ancien diocèse de lausanne / courtieu-capt, anne-marie vignoble--vaud (suisse)--moyen-âge ",
"Ernest Biéler, 1863-1948 : du réalisme à l'art nouveau = vom Realismus zum Jugendstil : [expositions, Musée cantonal des Beaux-Arts, Lausanne, 3 juillet au 10 octobre 1999, Kunstmuseum Solothurn, 23. Oktober 1999 - 2. Januar 2000] : [catalogue] /",,2940027250; 9782940027255,Skira et autres; Kunstmuseum; Musée cantonal des Beaux-Arts,"Biéler, Ernest--[catalogue d'exposition]",1265,2940027250,,,,"ernest biéler, 1863-1948 : du réalisme à l'art nouveau = vom realismus zum jugendstil : [expositions, musée cantonal des beaux-arts, lausanne, 3 juillet au 10 octobre 1999, kunstmuseum solothurn, 23. oktober 1999 - 2. januar 2000] : [catalogue] /  biéler, ernest--[catalogue d'exposition] ",Biographie: p. 14-33.
Les bâtisseurs de Lavaux /,,2889153029; 9782889153022,Presses polytechniques et universitaires romandes,"Monuments historiques--Lavaux (Suisse, VD); Patrimoine culturel--Lavaux (Suisse, VD)",1266,2889153029,"{'description': ""Inscrite au patrimoine mondial de l'UNESCO, la région de Lavaux se distingue tant par son aménagement en terrasses et sa topographie extraordinaire que par les objets architecturaux anciens ou modernes, prestigieux ou modestes, qui contribuent à sa configuration exceptionnelle. Les nombreux villages, églises, châteaux, maisons vigneronnes, murs, escaliers, capites ou villas modernistes qu'elle abrite sont autant de témoignages d'un savoir-faire, de formes et d'un mode de vie spécifiques. Bien que de réputation internationale, Lavaux n'avait jusqu'à présent jamais fait l'objet d'une étude approfondie de son patrimoine architectural et bâti. C'est afin de combler cette lacune que cet ouvrage a été conçu. Rédigé par les meilleurs spécialistes de chaque époque et de chaque domaine, abondamment illustré de documents historiques et de photographies actuelles, il présente de façon chronologique l'évolution de ce panorama unique et s'attache à tous ceux qui, illustres ou méconnus, ont participé à son édification, de la Préhistoire à nos jours: évêques, moines, princes et patriciens, architectes, peintres, artisans, vignerons, ingénieurs et sauveurs du patrimoine. Connaître un patrimoine permet de le préserver. Si Lavaux est aujourd'hui protégé, rien ne présage qu'il en sera toujours ainsi. C'est donc également à la prise de conscience de la valeur de ce territoire et à la nécessité de sa sauvegarde que souhaite inviter ce livre."", 'categories': [], 'avg_rating': 0, 'page_count': 205}","Inscrite au patrimoine mondial de l'UNESCO, la région de Lavaux se distingue tant par son aménagement en terrasses et sa topographie extraordinaire que par les objets architecturaux anciens ou modernes, prestigieux ou modestes, qui contribuent à sa configuration exceptionnelle. Les nombreux villages, églises, châteaux, maisons vigneronnes, murs, escaliers, capites ou villas modernistes qu'elle abrite sont autant de témoignages d'un savoir-faire, de formes et d'un mode de vie spécifiques. Bien que de réputation internationale, Lavaux n'avait jusqu'à présent jamais fait l'objet d'une étude approfondie de son patrimoine architectural et bâti. C'est afin de combler cette lacune que cet ouvrage a été conçu. Rédigé par les meilleurs spécialistes de chaque époque et de chaque domaine, abondamment illustré de documents historiques et de photographies actuelles, il présente de façon chronologique l'évolution de ce panorama unique et s'attache à tous ceux qui, illustres ou méconnus, ont participé à son édification, de la Préhistoire à nos jours: évêques, moines, princes et patriciens, architectes, peintres, artisans, vignerons, ingénieurs et sauveurs du patrimoine. Connaître un patrimoine permet de le préserver. Si Lavaux est aujourd'hui protégé, rien ne présage qu'il en sera toujours ainsi. C'est donc également à la prise de conscience de la valeur de ce territoire et à la nécessité de sa sauvegarde que souhaite inviter ce livre.",[],"les bâtisseurs de lavaux /  monuments historiques--lavaux (suisse, vd); patrimoine culturel--lavaux (suisse, vd) ",
Les maisons rurales du canton de Vaud /,"Glauser, Daniel, Historien de l'art",3908122767; 9783908122760,Imprimeur Corbaz; Société suisse des traditions populaires,"maison rurale--Préalpes (chaîne) - Vaud (Suisse); maison rurale--Chablais (Suisse, VD); maison rurale--Lavaux (Suisse, VD)",1267,3908122767,,,,"les maisons rurales du canton de vaud / glauser, daniel, historien de l'art maison rurale--préalpes (chaîne) - vaud (suisse); maison rurale--chablais (suisse, vd); maison rurale--lavaux (suisse, vd) ",
Négociants et fabricants dans l'industrie cotonnière suisse : 1760-1840 : aux origines financières de l'industrialisation /,"Veyrassat, Béatrice",2601003820; 9782601003826,Payot,coton--industrie--Suisse--1760 / 1840; financement--industrialisation--Suisse--1760 / 1840,1268,2601003820,,,,"négociants et fabricants dans l'industrie cotonnière suisse : 1760-1840 : aux origines financières de l'industrialisation / veyrassat, béatrice coton--industrie--suisse--1760 / 1840; financement--industrialisation--suisse--1760 / 1840 ",
Une Suisse esclavagiste : voyage dans un pays au-dessus de tout soupçon /,"Fässler, Hans, 1954-",9782916872049; 2916872043,Duboiris,esclavage--Suisse--16e s. / 19e s.; esclave - trafic--traite des noirs--Suisse--16e s. / 19e s.; négrier (marchand d'esclaves)--traite des noirs--Suisse--16e s. / 19e s.; esclavagisme--Suisse--16e s. / 19e s.,1269,9782916872049,"{'description': ""Chapitre 17 sur les liens entre Genève et l'esclavagisme."", 'categories': [], 'avg_rating': 0, 'page_count': 286}",Chapitre 17 sur les liens entre Genève et l'esclavagisme.,[],"une suisse esclavagiste : voyage dans un pays au-dessus de tout soupçon / fässler, hans, 1954- esclavage--suisse--16e s. / 19e s.; esclave - trafic--traite des noirs--suisse--16e s. / 19e s.; négrier (marchand d'esclaves)--traite des noirs--suisse--16e s. / 19e s.; esclavagisme--suisse--16e s. / 19e s. ",
"Le yoga de la femme joyeuse : postures, méditations, rituels : voyage vers un féminin magique et apaisé /","Sebih, Marion",9782080245496; 208024549X,Flammarion,Yoga; Bien-être; Guides pratiques,1270,9782080245496,,,,"le yoga de la femme joyeuse : postures, méditations, rituels : voyage vers un féminin magique et apaisé / sebih, marion yoga; bien-être; guides pratiques ",
Allemagne : sans Berlin ni le Brandebourg : 2021/22,,9782016293171; 2016293179,Hachette Tourisme,Allemagne; Guides touristiques et de visite,1271,9782016293171,,,,allemagne : sans berlin ni le brandebourg : 2021/22  allemagne; guides touristiques et de visite ,
